timestamp,segment_id,train_id,speed,acceleration,vibration_vertical,vibration_lateral,track_temperature,age_years,maintenance_score,curvature_degree,max_permitted_speed,risk_label
2026-01-03T02:25:00+00:00,SEG-044,T-145,117.586,-0.449,0.916,0.824,39.799,12.37,0.252,2.733,110,2
2026-01-03T02:30:00+00:00,SEG-050,T-146,91.525,1.094,0.41,0.204,25.549,9.55,0.9,1.724,130,0
2026-01-03T02:35:00+00:00,SEG-030,T-147,67.175,-0.763,0.299,0.247,33.931,12.4,0.635,4.246,80,0
2026-01-03T02:40:00+00:00,SEG-041,T-148,77.687,-0.509,0.436,0.293,34.625,31.15,0.888,0.528,130,0
2026-01-03T02:45:00+00:00,SEG-046,T-149,112.248,0.609,0.162,0.092,20.751,11.75,0.467,6.781,130,0
2026-01-03T02:50:00+00:00,SEG-024,T-150,90.071,0.465,0.827,0.786,52.221,50.0,0.621,0.745,100,2
2026-01-03T02:55:00+00:00,SEG-017,T-151,107.69,0.364,0.83,0.596,43.395,18.69,0.43,3.93,100,2
2026-01-03T03:00:00+00:00,SEG-005,T-152,98.393,0.421,0.859,0.672,34.752,45.98,0.498,1.088,100,2
2026-01-03T03:05:00+00:00,SEG-040,T-153,59.871,0.632,0.052,0.02,30.351,14.07,0.641,0.981,80,0
2026-01-03T03:10:00+00:00,SEG-019,T-154,69.43,-1.244,0.38,0.198,33.41,33.09,0.802,6.028,80,0
2026-01-03T03:15:00+00:00,SEG-031,T-155,131.337,-0.146,1.108,0.413,38.916,49.58,0.754,4.991,110,2
2026-01-03T03:20:00+00:00,SEG-045,T-156,87.277,-1.18,0.145,0.178,19.71,28.65,0.949,6.968,130,0
2026-01-03T03:25:00+00:00,SEG-035,T-157,66.245,-0.915,0.126,0.323,34.184,6.46,0.424,4.683,80,0
2026-01-03T03:30:00+00:00,SEG-024,T-158,102.895,0.485,0.869,0.417,40.524,50.0,0.621,0.745,100,2
2026-01-03T03:35:00+00:00,SEG-035,T-159,66.832,0.018,0.582,0.02,31.196,6.46,0.424,4.683,80,1
2026-01-03T03:40:00+00:00,SEG-028,T-160,96.099,0.712,0.686,0.564,40.843,57.31,0.941,0.6,110,1
2026-01-03T03:45:00+00:00,SEG-016,T-161,74.545,0.487,0.227,0.041,28.616,15.4,0.614,6.193,110,0
2026-01-03T03:50:00+00:00,SEG-028,T-162,92.573,-0.178,0.82,0.487,35.972,57.31,0.941,0.6,110,1
2026-01-03T03:55:00+00:00,SEG-035,T-163,97.356,0.678,0.582,0.793,44.044,6.46,0.424,4.683,80,1
2026-01-03T04:00:00+00:00,SEG-041,T-164,81.166,1.373,0.313,0.057,32.265,31.15,0.888,0.528,130,0
2026-01-03T04:05:00+00:00,SEG-002,T-165,83.764,-1.416,0.341,0.246,29.902,7.48,0.558,0.209,80,0
2026-01-03T04:10:00+00:00,SEG-015,T-166,105.165,-0.867,0.25,0.02,37.06,27.27,0.298,6.392,130,0
2026-01-03T04:15:00+00:00,SEG-045,T-167,97.607,-0.091,0.091,0.416,33.944,28.65,0.949,6.968,130,0
2026-01-03T04:20:00+00:00,SEG-050,T-168,90.791,-0.106,0.213,0.264,29.226,9.55,0.9,1.724,130,0
2026-01-03T04:25:00+00:00,SEG-050,T-169,98.687,2.905,0.02,0.432,32.345,9.55,0.9,1.724,130,0
2026-01-03T04:30:00+00:00,SEG-013,T-170,61.756,-0.325,0.048,0.337,31.239,19.01,0.926,4.817,80,0
2026-01-03T04:35:00+00:00,SEG-021,T-171,52.554,-0.141,0.814,0.421,39.085,64.76,0.636,6.798,60,1
2026-01-03T04:40:00+00:00,SEG-031,T-172,119.481,0.967,1.167,0.714,38.822,49.58,0.754,4.991,110,2
2026-01-03T04:45:00+00:00,SEG-021,T-173,71.346,0.409,0.908,0.472,38.448,64.76,0.636,6.798,60,2
2026-01-03T04:50:00+00:00,SEG-003,T-174,126.49,0.009,0.622,0.785,50.518,33.84,0.269,1.392,130,2
2026-01-03T04:55:00+00:00,SEG-044,T-175,125.15,-0.224,1.344,0.449,40.512,12.37,0.252,2.733,110,2
2026-01-03T05:00:00+00:00,SEG-042,T-176,39.893,-1.209,0.223,0.058,32.4,5.19,0.979,5.852,60,0
2026-01-03T05:05:00+00:00,SEG-023,T-177,96.328,-0.787,0.753,0.684,39.895,20.49,0.365,0.023,100,2
2026-01-03T05:10:00+00:00,SEG-009,T-178,91.699,-1.162,0.302,0.02,29.28,14.11,0.301,4.629,100,0
2026-01-03T05:15:00+00:00,SEG-035,T-179,60.885,-1.741,0.226,0.068,38.509,6.46,0.424,4.683,80,0
2026-01-03T05:20:00+00:00,SEG-036,T-100,70.712,-1.492,0.206,0.254,25.208,10.34,0.933,3.997,110,0
2026-01-03T05:25:00+00:00,SEG-033,T-101,65.414,-1.219,0.252,0.205,38.455,23.3,0.679,1.611,80,0
2026-01-03T05:30:00+00:00,SEG-016,T-102,109.006,-0.625,0.402,0.218,28.467,15.4,0.614,6.193,110,1
2026-01-03T05:35:00+00:00,SEG-010,T-103,95.085,0.701,0.749,0.83,47.613,55.89,0.883,2.661,110,1
2026-01-03T05:40:00+00:00,SEG-005,T-104,108.381,0.082,0.812,0.715,42.557,45.98,0.498,1.088,100,2
2026-01-03T05:45:00+00:00,SEG-042,T-105,47.611,-0.66,0.133,0.037,30.611,5.19,0.979,5.852,60,0
2026-01-03T05:50:00+00:00,SEG-024,T-106,101.642,1.531,0.825,0.83,37.829,50.0,0.621,0.745,100,2
2026-01-03T05:55:00+00:00,SEG-030,T-107,72.564,-0.353,1.04,0.717,47.76,12.4,0.635,4.246,80,2
2026-01-03T06:00:00+00:00,SEG-024,T-108,116.227,0.183,0.929,0.426,40.229,50.0,0.621,0.745,100,2
2026-01-03T06:05:00+00:00,SEG-014,T-109,57.378,-0.115,1.061,0.779,38.188,55.1,0.816,1.603,60,2
2026-01-03T06:10:00+00:00,SEG-034,T-110,20.838,-0.038,0.075,0.02,29.248,6.47,0.711,1.603,60,0
2026-01-03T06:15:00+00:00,SEG-037,T-111,42.45,-0.365,0.621,0.703,44.686,51.43,0.839,1.333,60,1
2026-01-03T06:20:00+00:00,SEG-012,T-112,66.404,1.775,0.233,0.02,30.283,42.0,0.64,1.714,110,0
2026-01-03T06:25:00+00:00,SEG-036,T-113,102.572,-0.951,0.78,0.77,42.567,10.34,0.933,3.997,110,1
2026-01-03T06:30:00+00:00,SEG-047,T-114,83.305,-0.029,0.441,0.055,37.361,5.84,0.479,0.351,110,0
2026-01-03T06:35:00+00:00,SEG-029,T-115,101.813,-0.129,0.644,0.786,50.029,63.61,0.639,0.88,110,1
2026-01-03T06:40:00+00:00,SEG-034,T-116,45.975,-0.613,0.228,0.277,31.591,6.47,0.711,1.603,60,0
2026-01-03T06:45:00+00:00,SEG-045,T-117,114.851,-0.503,0.407,0.098,24.945,28.65,0.949,6.968,130,0
2026-01-03T06:50:00+00:00,SEG-007,T-118,108.5,0.175,0.919,0.526,47.877,52.85,0.783,3.754,110,1
2026-01-03T06:55:00+00:00,SEG-006,T-119,152.567,0.372,0.748,0.609,46.703,7.84,0.321,5.932,130,2
2026-01-03T07:00:00+00:00,SEG-031,T-120,119.905,-0.629,0.632,0.379,35.964,49.58,0.754,4.991,110,1
2026-01-03T07:05:00+00:00,SEG-047,T-121,106.963,-0.383,0.645,0.815,46.774,5.84,0.479,0.351,110,1
2026-01-03T07:10:00+00:00,SEG-028,T-122,127.183,-0.109,0.611,0.68,50.634,57.31,0.941,0.6,110,1
2026-01-03T07:15:00+00:00,SEG-050,T-123,96.5,1.053,0.424,0.237,28.734,9.55,0.9,1.724,130,0
2026-01-03T07:20:00+00:00,SEG-021,T-124,61.846,-1.14,0.901,0.634,36.046,64.76,0.636,6.798,60,2
2026-01-03T07:25:00+00:00,SEG-033,T-125,64.957,0.653,0.02,0.282,35.247,23.3,0.679,1.611,80,0
2026-01-03T07:30:00+00:00,SEG-031,T-126,122.775,0.071,0.899,0.792,45.609,49.58,0.754,4.991,110,2
2026-01-03T07:35:00+00:00,SEG-009,T-127,96.251,-0.501,0.901,0.783,35.06,14.11,0.301,4.629,100,2
2026-01-03T07:40:00+00:00,SEG-048,T-128,133.018,-0.391,0.976,0.457,45.878,59.92,0.638,0.398,130,2
2026-01-03T07:45:00+00:00,SEG-027,T-129,58.729,-0.111,0.769,0.75,40.896,57.36,0.857,2.153,60,1
2026-01-03T07:50:00+00:00,SEG-020,T-130,100.225,-1.903,1.091,0.714,34.074,51.9,0.558,0.445,110,2
2026-01-03T07:55:00+00:00,SEG-015,T-131,106.63,-0.351,0.051,0.348,33.763,27.27,0.298,6.392,130,0
2026-01-03T08:00:00+00:00,SEG-004,T-132,40.494,-0.899,0.178,0.237,27.706,15.89,0.68,5.666,60,0
2026-01-03T08:05:00+00:00,SEG-020,T-133,128.752,-0.144,0.958,0.664,38.064,51.9,0.558,0.445,110,2
2026-01-03T08:10:00+00:00,SEG-034,T-134,46.551,-0.43,0.783,0.866,41.553,6.47,0.711,1.603,60,1
2026-01-03T08:15:00+00:00,SEG-043,T-135,73.186,1.324,0.238,0.229,34.825,12.48,0.605,1.496,110,0
2026-01-03T08:20:00+00:00,SEG-018,T-136,59.198,0.791,0.223,0.095,35.074,28.99,0.676,2.534,80,0
2026-01-03T08:25:00+00:00,SEG-007,T-137,99.252,0.875,1.006,0.5,42.693,52.85,0.783,3.754,110,2
2026-01-03T08:30:00+00:00,SEG-046,T-138,88.67,-0.996,0.534,0.092,31.241,11.75,0.467,6.781,130,0
2026-01-03T08:35:00+00:00,SEG-046,T-139,97.45,0.779,0.243,0.352,28.993,11.75,0.467,6.781,130,0
2026-01-03T08:40:00+00:00,SEG-011,T-140,40.865,0.717,0.103,0.03,50.868,12.25,0.509,4.691,60,0
2026-01-03T08:45:00+00:00,SEG-004,T-141,43.815,-0.202,0.483,0.02,32.582,15.89,0.68,5.666,60,0
2026-01-03T08:50:00+00:00,SEG-036,T-142,113.737,-0.138,0.995,0.591,44.033,10.34,0.933,3.997,110,1
2026-01-03T08:55:00+00:00,SEG-044,T-143,98.965,0.517,0.769,0.579,42.209,12.37,0.252,2.733,110,1
2026-01-03T09:00:00+00:00,SEG-020,T-144,105.629,-1.561,1.026,0.671,45.157,51.9,0.558,0.445,110,2
2026-01-03T09:05:00+00:00,SEG-009,T-145,96.929,2.231,0.796,0.486,55.071,14.11,0.301,4.629,100,1
2026-01-03T09:10:00+00:00,SEG-050,T-146,119.907,0.428,0.094,0.106,38.981,9.55,0.9,1.724,130,0
2026-01-03T09:15:00+00:00,SEG-021,T-147,59.448,2.196,0.874,0.677,35.258,64.76,0.636,6.798,60,2
2026-01-03T09:20:00+00:00,SEG-027,T-148,60.637,0.336,0.553,0.5,34.555,57.36,0.857,2.153,60,1
2026-01-03T09:25:00+00:00,SEG-009,T-149,80.793,1.158,0.257,0.02,31.179,14.11,0.301,4.629,100,0
2026-01-03T09:30:00+00:00,SEG-015,T-150,132.903,1.159,0.887,0.864,46.999,27.27,0.298,6.392,130,2
2026-01-03T09:35:00+00:00,SEG-031,T-151,128.083,0.026,0.63,0.845,38.741,49.58,0.754,4.991,110,2
2026-01-03T09:40:00+00:00,SEG-013,T-152,35.679,0.23,0.469,0.486,25.364,19.01,0.926,4.817,80,0
2026-01-03T09:45:00+00:00,SEG-013,T-153,76.166,-0.163,0.575,0.309,44.006,19.01,0.926,4.817,80,1
2026-01-03T09:50:00+00:00,SEG-032,T-154,97.0,-1.307,0.602,0.432,46.564,29.6,0.628,0.847,80,1
2026-01-03T09:55:00+00:00,SEG-047,T-155,69.63,-0.611,0.039,0.031,25.912,5.84,0.479,0.351,110,0
2026-01-03T10:00:00+00:00,SEG-046,T-156,120.644,1.088,0.827,0.669,40.436,11.75,0.467,6.781,130,1
2026-01-03T10:05:00+00:00,SEG-026,T-157,60.852,-2.297,1.004,0.684,43.463,59.87,0.687,3.42,60,2
2026-01-03T10:10:00+00:00,SEG-013,T-158,52.484,-1.096,0.322,0.253,26.104,19.01,0.926,4.817,80,0
2026-01-03T10:15:00+00:00,SEG-004,T-159,68.297,-0.311,0.997,0.561,40.413,15.89,0.68,5.666,60,2
2026-01-03T10:20:00+00:00,SEG-033,T-160,64.655,-0.844,0.02,0.155,28.948,23.3,0.679,1.611,80,0
2026-01-03T10:25:00+00:00,SEG-012,T-161,88.725,-0.263,0.511,0.02,33.93,42.0,0.64,1.714,110,0
2026-01-03T10:30:00+00:00,SEG-021,T-162,77.583,0.741,0.693,0.636,38.979,64.76,0.636,6.798,60,2
2026-01-03T10:35:00+00:00,SEG-024,T-163,109.9,-0.192,0.782,0.433,50.157,50.0,0.621,0.745,100,1
2026-01-03T10:40:00+00:00,SEG-011,T-164,31.239,-0.276,0.427,0.334,27.942,12.25,0.509,4.691,60,0
2026-01-03T10:45:00+00:00,SEG-010,T-165,106.913,1.433,0.811,0.508,38.25,55.89,0.883,2.661,110,1
2026-01-03T10:50:00+00:00,SEG-029,T-166,122.126,0.014,1.16,0.661,41.876,63.61,0.639,0.88,110,2
2026-01-03T10:55:00+00:00,SEG-032,T-167,79.884,-0.446,0.833,0.646,45.275,29.6,0.628,0.847,80,1
2026-01-03T11:00:00+00:00,SEG-038,T-168,49.819,0.536,0.9,0.637,41.591,24.32,0.55,6.047,60,1
2026-01-03T11:05:00+00:00,SEG-041,T-169,91.51,1.051,0.263,0.141,37.21,31.15,0.888,0.528,130,0
2026-01-03T11:10:00+00:00,SEG-003,T-170,111.652,0.368,0.283,0.08,28.748,33.84,0.269,1.392,130,1
2026-01-03T11:15:00+00:00,SEG-012,T-171,85.266,-1.115,0.19,0.381,29.576,42.0,0.64,1.714,110,0
2026-01-03T11:20:00+00:00,SEG-036,T-172,68.597,-0.263,0.298,0.236,30.893,10.34,0.933,3.997,110,0
2026-01-03T11:25:00+00:00,SEG-025,T-173,142.646,0.403,0.866,0.381,48.214,40.37,0.362,5.338,130,2
2026-01-03T11:30:00+00:00,SEG-008,T-174,72.943,-0.33,0.433,0.02,30.572,36.78,0.855,4.33,100,0
2026-01-03T11:35:00+00:00,SEG-047,T-175,108.774,-1.21,0.783,0.639,40.674,5.84,0.479,0.351,110,1
2026-01-03T11:40:00+00:00,SEG-046,T-176,90.062,-0.288,0.152,0.02,28.896,11.75,0.467,6.781,130,0
2026-01-03T11:45:00+00:00,SEG-037,T-177,65.807,-1.744,0.826,0.487,46.434,51.43,0.839,1.333,60,1
2026-01-03T11:50:00+00:00,SEG-015,T-178,133.214,1.289,0.849,0.844,43.263,27.27,0.298,6.392,130,2
2026-01-03T11:55:00+00:00,SEG-040,T-179,96.014,-0.475,0.726,0.715,34.061,14.07,0.641,0.981,80,1
2026-01-03T12:00:00+00:00,SEG-001,T-100,58.098,-1.461,0.736,0.758,44.096,3.58,0.451,1.562,60,1
2026-01-03T12:05:00+00:00,SEG-008,T-101,69.198,-0.146,0.101,0.369,30.912,36.78,0.855,4.33,100,0
2026-01-03T12:10:00+00:00,SEG-012,T-102,94.999,0.474,0.02,0.023,32.891,42.0,0.64,1.714,110,0
2026-01-03T12:15:00+00:00,SEG-010,T-103,113.517,1.356,1.005,0.541,36.647,55.89,0.883,2.661,110,2
2026-01-03T12:20:00+00:00,SEG-027,T-104,73.729,-0.165,0.917,0.456,38.415,57.36,0.857,2.153,60,2
2026-01-03T12:25:00+00:00,SEG-037,T-105,60.473,1.893,0.953,0.371,32.39,51.43,0.839,1.333,60,1
2026-01-03T12:30:00+00:00,SEG-018,T-106,75.931,-0.457,0.981,0.568,41.228,28.99,0.676,2.534,80,1
2026-01-03T12:35:00+00:00,SEG-008,T-107,97.633,0.21,0.852,0.431,41.4,36.78,0.855,4.33,100,1
2026-01-03T12:40:00+00:00,SEG-027,T-108,68.793,-0.551,0.742,0.707,37.528,57.36,0.857,2.153,60,2
2026-01-03T12:45:00+00:00,SEG-024,T-109,100.928,0.07,0.911,0.345,40.735,50.0,0.621,0.745,100,1
2026-01-03T12:50:00+00:00,SEG-031,T-110,117.886,-0.297,0.97,0.367,43.266,49.58,0.754,4.991,110,2
2026-01-03T12:55:00+00:00,SEG-050,T-111,106.6,-0.43,0.405,0.02,30.577,9.55,0.9,1.724,130,0
2026-01-03T13:00:00+00:00,SEG-047,T-112,65.759,1.681,0.448,0.27,35.445,5.84,0.479,0.351,110,0
2026-01-03T13:05:00+00:00,SEG-006,T-113,138.433,-1.481,0.907,0.608,43.007,7.84,0.321,5.932,130,2
2026-01-03T13:10:00+00:00,SEG-002,T-114,72.764,-0.132,1.162,0.611,45.541,7.48,0.558,0.209,80,2
2026-01-03T13:15:00+00:00,SEG-029,T-115,121.71,1.495,0.837,0.731,53.379,63.61,0.639,0.88,110,2
2026-01-03T13:20:00+00:00,SEG-036,T-116,85.253,-0.208,0.383,0.148,35.013,10.34,0.933,3.997,110,0
2026-01-03T13:25:00+00:00,SEG-016,T-117,73.889,-0.073,0.113,0.454,30.127,15.4,0.614,6.193,110,0
2026-01-03T13:30:00+00:00,SEG-002,T-118,57.651,0.523,0.172,0.319,34.098,7.48,0.558,0.209,80,0
2026-01-03T13:35:00+00:00,SEG-038,T-119,74.562,0.637,0.786,0.509,38.678,24.32,0.55,6.047,60,2
2026-01-03T13:40:00+00:00,SEG-013,T-120,53.521,-0.467,0.066,0.412,30.342,19.01,0.926,4.817,80,0
2026-01-03T13:45:00+00:00,SEG-045,T-121,98.751,-0.976,0.02,0.239,30.339,28.65,0.949,6.968,130,0
2026-01-03T13:50:00+00:00,SEG-015,T-122,147.083,0.817,1.117,0.643,47.695,27.27,0.298,6.392,130,2
2026-01-03T13:55:00+00:00,SEG-022,T-123,124.436,0.193,0.98,0.546,48.692,44.95,0.642,1.868,100,2
2026-01-03T14:00:00+00:00,SEG-023,T-124,107.071,-0.917,0.743,0.544,48.387,20.49,0.365,0.023,100,1
2026-01-03T14:05:00+00:00,SEG-046,T-125,132.04,-1.071,0.744,0.83,43.95,11.75,0.467,6.781,130,2
2026-01-03T14:10:00+00:00,SEG-026,T-126,61.79,0.563,0.969,0.737,47.791,59.87,0.687,3.42,60,2
2026-01-03T14:15:00+00:00,SEG-045,T-127,100.531,-1.098,0.277,0.034,33.749,28.65,0.949,6.968,130,0
2026-01-03T14:20:00+00:00,SEG-016,T-128,73.77,0.912,0.02,0.117,20.902,15.4,0.614,6.193,110,0
2026-01-03T14:25:00+00:00,SEG-021,T-129,70.948,-0.094,0.894,0.572,44.192,64.76,0.636,6.798,60,2
2026-01-03T14:30:00+00:00,SEG-007,T-130,95.457,0.584,0.681,0.556,49.634,52.85,0.783,3.754,110,1
2026-01-03T14:35:00+00:00,SEG-009,T-131,104.904,0.001,1.037,0.536,45.38,14.11,0.301,4.629,100,2
2026-01-03T14:40:00+00:00,SEG-010,T-132,108.278,0.545,1.064,0.56,43.327,55.89,0.883,2.661,110,2
2026-01-03T14:45:00+00:00,SEG-044,T-133,105.735,-0.09,1.01,0.598,47.479,12.37,0.252,2.733,110,2
2026-01-03T14:50:00+00:00,SEG-006,T-134,122.549,1.789,0.727,0.808,32.402,7.84,0.321,5.932,130,1
2026-01-03T14:55:00+00:00,SEG-004,T-135,54.042,0.466,0.02,0.037,35.771,15.89,0.68,5.666,60,0
2026-01-03T15:00:00+00:00,SEG-002,T-136,56.743,-0.831,0.087,0.123,37.363,7.48,0.558,0.209,80,0
2026-01-03T15:05:00+00:00,SEG-043,T-137,91.852,-0.709,0.371,0.317,35.138,12.48,0.605,1.496,110,0
2026-01-03T15:10:00+00:00,SEG-027,T-138,77.579,1.432,0.846,0.686,43.73,57.36,0.857,2.153,60,2
2026-01-03T15:15:00+00:00,SEG-032,T-139,83.333,1.237,0.935,0.638,49.071,29.6,0.628,0.847,80,2
2026-01-03T15:20:00+00:00,SEG-030,T-140,73.058,-1.481,0.502,0.54,37.381,12.4,0.635,4.246,80,1
2026-01-03T15:25:00+00:00,SEG-025,T-141,106.849,-0.82,0.326,0.355,21.744,40.37,0.362,5.338,130,1
2026-01-03T15:30:00+00:00,SEG-016,T-142,109.167,1.005,1.213,0.618,41.277,15.4,0.614,6.193,110,2
2026-01-03T15:35:00+00:00,SEG-024,T-143,104.979,1.136,0.607,0.675,48.101,50.0,0.621,0.745,100,1
2026-01-03T15:40:00+00:00,SEG-049,T-144,77.267,-1.459,0.864,0.696,40.353,55.63,0.3,0.476,80,2
2026-01-03T15:45:00+00:00,SEG-043,T-145,85.617,0.274,0.049,0.02,31.244,12.48,0.605,1.496,110,0
2026-01-03T15:50:00+00:00,SEG-022,T-146,114.074,-0.412,0.862,0.802,37.638,44.95,0.642,1.868,100,2
2026-01-03T15:55:00+00:00,SEG-019,T-147,68.946,-1.45,0.593,0.25,31.965,33.09,0.802,6.028,80,1
2026-01-03T16:00:00+00:00,SEG-037,T-148,51.261,-0.382,0.697,0.466,38.124,51.43,0.839,1.333,60,1
2026-01-03T16:05:00+00:00,SEG-002,T-149,77.372,-0.584,0.405,0.262,34.881,7.48,0.558,0.209,80,1
2026-01-03T16:10:00+00:00,SEG-009,T-150,100.662,1.246,0.972,0.64,33.847,14.11,0.301,4.629,100,2
2026-01-03T16:15:00+00:00,SEG-043,T-151,72.852,-0.988,0.284,0.078,29.896,12.48,0.605,1.496,110,0
2026-01-03T16:20:00+00:00,SEG-034,T-152,58.655,0.597,0.906,0.85,53.056,6.47,0.711,1.603,60,1
2026-01-03T16:25:00+00:00,SEG-027,T-153,71.811,-0.471,0.863,0.8,39.32,57.36,0.857,2.153,60,2
2026-01-03T16:30:00+00:00,SEG-047,T-154,120.323,-0.998,0.892,0.669,40.214,5.84,0.479,0.351,110,2
2026-01-03T16:35:00+00:00,SEG-031,T-155,115.005,0.965,0.853,0.477,35.168,49.58,0.754,4.991,110,1
2026-01-03T16:40:00+00:00,SEG-031,T-156,100.665,-0.578,0.818,0.59,52.403,49.58,0.754,4.991,110,1
2026-01-03T16:45:00+00:00,SEG-034,T-157,51.47,-1.711,0.586,0.26,22.249,6.47,0.711,1.603,60,0
2026-01-03T16:50:00+00:00,SEG-028,T-158,107.134,-0.04,0.746,0.618,52.716,57.31,0.941,0.6,110,1
2026-01-03T16:55:00+00:00,SEG-030,T-159,96.164,-0.314,0.849,0.422,38.647,12.4,0.635,4.246,80,1
2026-01-03T17:00:00+00:00,SEG-022,T-160,111.528,0.843,0.844,0.668,42.052,44.95,0.642,1.868,100,2
2026-01-03T17:05:00+00:00,SEG-034,T-161,49.689,0.577,0.134,0.213,31.184,6.47,0.711,1.603,60,0
2026-01-03T17:10:00+00:00,SEG-002,T-162,95.439,-0.372,0.925,0.727,39.407,7.48,0.558,0.209,80,2
2026-01-03T17:15:00+00:00,SEG-008,T-163,71.722,-1.295,0.117,0.097,32.754,36.78,0.855,4.33,100,0
2026-01-03T17:20:00+00:00,SEG-012,T-164,109.384,-1.31,0.735,0.329,44.901,42.0,0.64,1.714,110,1
2026-01-03T17:25:00+00:00,SEG-018,T-165,62.544,-0.689,0.766,0.456,42.584,28.99,0.676,2.534,80,1
2026-01-03T17:30:00+00:00,SEG-050,T-166,99.332,0.678,0.085,0.156,33.833,9.55,0.9,1.724,130,0
2026-01-03T17:35:00+00:00,SEG-029,T-167,109.825,0.81,0.956,0.638,35.252,63.61,0.639,0.88,110,2
2026-01-03T17:40:00+00:00,SEG-007,T-168,113.106,-0.091,0.738,0.458,31.618,52.85,0.783,3.754,110,1
2026-01-03T17:45:00+00:00,SEG-005,T-169,96.984,0.124,0.811,0.41,48.992,45.98,0.498,1.088,100,1
2026-01-03T17:50:00+00:00,SEG-042,T-170,59.836,0.972,0.143,0.158,41.262,5.19,0.979,5.852,60,0
2026-01-03T17:55:00+00:00,SEG-033,T-171,73.487,0.824,0.874,0.492,34.032,23.3,0.679,1.611,80,1
2026-01-03T18:00:00+00:00,SEG-005,T-172,129.306,-1.919,0.858,0.717,35.736,45.98,0.498,1.088,100,2
2026-01-03T18:05:00+00:00,SEG-023,T-173,64.453,-0.024,0.222,0.225,40.658,20.49,0.365,0.023,100,0
2026-01-03T18:10:00+00:00,SEG-024,T-174,106.37,-0.336,0.834,0.419,44.568,50.0,0.621,0.745,100,1
2026-01-03T18:15:00+00:00,SEG-003,T-175,127.108,0.272,0.778,0.55,39.802,33.84,0.269,1.392,130,2
2026-01-03T18:20:00+00:00,SEG-045,T-176,110.909,0.502,0.355,0.173,28.719,28.65,0.949,6.968,130,0
2026-01-03T18:25:00+00:00,SEG-038,T-177,61.435,-0.83,0.023,0.34,27.617,24.32,0.55,6.047,60,0
2026-01-03T18:30:00+00:00,SEG-029,T-178,122.161,-0.515,0.865,0.533,50.168,63.61,0.639,0.88,110,2
2026-01-03T18:35:00+00:00,SEG-042,T-179,49.244,-0.363,0.02,0.235,34.398,5.19,0.979,5.852,60,0
2026-01-03T18:40:00+00:00,SEG-038,T-100,61.133,1.043,0.354,0.153,32.082,24.32,0.55,6.047,60,1
2026-01-03T18:45:00+00:00,SEG-016,T-101,103.792,0.238,0.917,0.713,46.891,15.4,0.614,6.193,110,1
2026-01-03T18:50:00+00:00,SEG-007,T-102,119.231,-1.612,1.038,0.677,39.409,52.85,0.783,3.754,110,2
2026-01-03T18:55:00+00:00,SEG-015,T-103,97.854,-1.264,0.283,0.301,37.046,27.27,0.298,6.392,130,1
2026-01-03T19:00:00+00:00,SEG-026,T-104,75.444,0.409,0.818,0.823,50.674,59.87,0.687,3.42,60,2
2026-01-03T19:05:00+00:00,SEG-038,T-105,26.982,-0.545,0.358,0.223,32.173,24.32,0.55,6.047,60,0
2026-01-03T19:10:00+00:00,SEG-024,T-106,78.759,0.712,0.987,0.712,42.697,50.0,0.621,0.745,100,2
2026-01-03T19:15:00+00:00,SEG-050,T-107,85.101,0.093,0.288,0.141,45.683,9.55,0.9,1.724,130,0
2026-01-03T19:20:00+00:00,SEG-046,T-108,141.251,-0.217,0.742,0.735,32.339,11.75,0.467,6.781,130,2
2026-01-03T19:25:00+00:00,SEG-041,T-109,90.51,1.228,0.127,0.212,36.202,31.15,0.888,0.528,130,0
2026-01-03T19:30:00+00:00,SEG-039,T-110,18.048,-0.05,0.24,0.02,24.487,5.82,0.782,5.604,60,0
2026-01-03T19:35:00+00:00,SEG-016,T-111,83.36,-1.219,0.677,0.148,23.228,15.4,0.614,6.193,110,1
2026-01-03T19:40:00+00:00,SEG-035,T-112,66.551,0.389,0.9,0.662,43.913,6.46,0.424,4.683,80,1
2026-01-03T19:45:00+00:00,SEG-031,T-113,116.267,0.285,1.044,0.917,47.384,49.58,0.754,4.991,110,2
2026-01-03T19:50:00+00:00,SEG-014,T-114,51.149,-0.123,1.1,0.652,40.217,55.1,0.816,1.603,60,2
2026-01-03T19:55:00+00:00,SEG-012,T-115,57.517,0.284,0.429,0.211,35.967,42.0,0.64,1.714,110,0
2026-01-03T20:00:00+00:00,SEG-029,T-116,108.836,0.145,0.945,0.595,37.226,63.61,0.639,0.88,110,2
2026-01-03T20:05:00+00:00,SEG-007,T-117,102.588,-0.222,0.759,0.699,43.82,52.85,0.783,3.754,110,1
2026-01-03T20:10:00+00:00,SEG-038,T-118,49.755,-0.37,0.183,0.319,29.106,24.32,0.55,6.047,60,0
2026-01-03T20:15:00+00:00,SEG-047,T-119,86.374,0.197,0.16,0.266,31.212,5.84,0.479,0.351,110,0
2026-01-03T20:20:00+00:00,SEG-037,T-120,75.258,-1.041,1.086,0.567,42.946,51.43,0.839,1.333,60,2
2026-01-03T20:25:00+00:00,SEG-039,T-121,64.09,-0.661,0.349,0.02,38.536,5.82,0.782,5.604,60,0
2026-01-03T20:30:00+00:00,SEG-036,T-122,101.07,-1.438,0.403,0.02,33.34,10.34,0.933,3.997,110,0
2026-01-03T20:35:00+00:00,SEG-018,T-123,48.598,0.961,0.02,0.304,32.087,28.99,0.676,2.534,80,0
